0;20;0;20;0;20;0;20;20;0;0;20;0;20;0;30;0;0;0;20;
20;0;0;30;20;0;0;30;0;0;0;20;0;20;0;20;0;20;0;0;
20;0;0;20;0;0;30;0;30;0;20;0;0;20;0;0;20;0;0;30;
0;20;0;0;30;0;0;30;0;0;20;0;20;0;20;0;0;0;30;0;
0;0;0;20;0;0;0;20;0;30;0;0;30;0;0;20;0;20;0;0;
20;0;20;0;0;20;0;0;30;0;0;0;20;0;0;30;0;0;20;0;
0;0;20;0;0;30;0;0;20;0;0;20;0;0;30;0;0;0;0;20;
0;20;0;0;20;0;0;0;0;20;30;0;0;0;20;0;0;30;0;0;
0;0;20;0;0;30;0;0;0;20;0;0;30;0;0;20;0;0;20;0;
0;0;0;20;0;0;20;0;0;0;0;20;0;0;0;20;0;20;0;0;
20;0;0;0;20;0;0;0;30;0;0;20;0;0;20;0;0;0;20;20;
0;20;0;20;0;0;0;20;0;0;0;0;20;0;0;0;30;0;0;20;
0;0;20;0;0;30;0;0;0;20;0;0;0;20;0;0;0;20;0;0;
0;20;20;0;0;0;30;0;0;0;20;0;0;0;0;0;20;0;0;20;
20;0;0;20;0;0;0;20;0;0;0;0;0;0;0;30;0;0;20;0;
0;0;20;0;0;20;0;0;0;0;30;0;0;0;0;0;20;0;0;0;
0;0;0;20;0;0;0;0;0;20;0;0;0;20;0;0;0;0;20;0;
0;20;0;0;0;20;0;0;0;20;0;0;0;0;30;0;0;0;0;20;
20;0;0;0;0;20;0;0;0;0;20;0;0;0;30;0;0;20;0;0;
0;20;0;0;0;0;20;0;0;0;20;0;0;20;0;0;0;20;20;0;
